,Ligand,Additive,Base,Aryl halide,Output,pre-catalyst,active_catalyst,intermediate_I,intermediate_II,conjugated_acid,intermediate_III,product
3027,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,BrC1=CN=CC=C1,60.49224443,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Br)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](Br)(<-Nc2ccc(C)cc2)c2cccnc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN(C)C(=[NH+]C(C)(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2cccnc2)cc1
3028,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C12=C(C=CC=C2)ON=C1,CN1CCCN2C1=NCCC2,ClC1=NC=CC=C1,16.58042552,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd](Cl)c2ccccn2)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,Cc1ccc(Nc2ccccn2)cc1
3029,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,C1(C2=CC=CC=C2)=NOC=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,IC1=CC=C(C(F)(F)F)C=C1,47.29404915,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](I)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](I)(<-Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN(C)C(=[NH+]C(C)(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
3030,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,C1(C2=CC=CC=C2)=CON=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=NC=CC=C1,20.15990301,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Br)c2ccccn2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](Br)(<-Nc2ccc(C)cc2)c2ccccn2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccccn2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccccn2)cc1
3031,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CCOC(C1=CON=C1)=O,CN1CCCN2C1=NCCC2,ClC1=NC=CC=C1,40.01187418,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2ccccn2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCC[NH+]=C12,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccccn2)cc1
3032,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CC1=C(C(OCC)=O)C=NO1,CC(C)(C)/N=C(N(C)C)/N(C)C,ClC1=CC=C(C(F)(F)F)C=C1,0.747411772,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Cl)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,Cc1ccc(N[Pd](c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
3033,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CC1=NOC(C2=CC=CC=C2)=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=CN=CC=C1,0.0,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2cccnc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2cccnc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2cccnc2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2cccnc2)cc1
3034,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CCOC(C1=CON=C1)=O,CC(C)(C)/N=C(N(C)C)/N(C)C,ClC1=CC=C(CC)C=C1,0.518126221,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CCc1ccc([Pd](Cl)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
3035,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,O=C(OC)C1=CC=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,ClC1=NC=CC=C1,18.18990312,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccccn2)cc1
3036,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C12=CON=C1C=CC=C2,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,IC1=NC=CC=C1,13.03686492,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd](I)c2ccccn2)c(C(C)C)c1,Cc1ccc(N->[Pd](I)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,Cc1ccc(Nc2ccccn2)cc1
3037,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=NOC=C1,CN1CCCN2C1=NCCC2,ClC1=CC=C(OC)C=C1,38.99137319,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,COc1ccc([Pd](Cl)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc([Pd](Cl)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN1CCCN2CCC[NH+]=C12,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
3038,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,CC1=NOC=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(CC)C=C1,83.14947865,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CCc1ccc([Pd](Br)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CCc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,CCc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2c(OC)ccc(OC)c2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)cc1,CCc1ccc(Nc2ccc(C)cc2)cc1
3039,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C3CCCCC3)C4CCCCC4)C=CC=C2,CC1=NOC=C1,CC(C)(C)/N=C(N(C)C)/N(C)C,IC1=CC=C(C(F)(F)F)C=C1,41.13226409,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)(C2CCCCC2)->[Pd](I)c2ccc(C(F)(F)F)cc2)c(C(C)C)c1,Cc1ccc(N->[Pd](I)(c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,CN(C)C(=[NH+]C(C)(C)C)N(C)C,Cc1ccc(N[Pd](c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C2CCCCC2)C2CCCCC2)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
3040,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,CCOC(C1=CON=C1)=O,CN1CCCN2C1=NCCC2,BrC1=CC=C(C(F)(F)F)C=C1,21.54675104,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Br)c2ccc(C(F)(F)F)cc2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Br)(c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2ccc(C(F)(F)F)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccc(C(F)(F)F)cc2)cc1
3041,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,C1(N(CC2=CC=CC=C2)CC3=CC=CC=C3)=CC=NO1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,BrC1=CC=C(OC)C=C1,9.627089409,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,COc1ccc([Pd](Br)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,COc1ccc([Pd](Br)(<-Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc([Pd](Nc2ccc(C)cc2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,COc1ccc(Nc2ccc(C)cc2)cc1
3042,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C=CC=C2,C1(C2=CC=CC=C2)=CON=C1,CN1CCCN2C1=NCCC2,ClC1=NC=CC=C1,88.44637346,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd])(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,CC(C)c1cc(C(C)C)c(-c2ccccc2P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c(C(C)C)c1,Cc1ccc(N->[Pd](Cl)(c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,CN1CCCN2CCC[NH+]=C12,Cc1ccc(N[Pd](c2ccccn2)<-P(c2ccccc2-c2c(C(C)C)cc(C(C)C)cc2C(C)C)(C(C)(C)C)C(C)(C)C)cc1,Cc1ccc(Nc2ccccn2)cc1
3043,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,CC1=CC(C(OCC)=O)=NO1,CN1CCCN2C1=NCCC2,ClC1=CN=CC=C1,14.50083816,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2cccnc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCC[NH+]=C12,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2cccnc2)cc1
3044,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P([C@@]3(C[C@@H]4C5)C[C@H](C4)C[C@H]5C3)[C@]6(C7)C[C@@H](C[C@@H]7C8)C[C@@H]8C6)C(OC)=CC=C2OC,C12=C(C=CC=C2)ON=C1,CN(C)P(N(C)C)(N(C)C)=NP(N(C)C)(N(C)C)=NCC,IC1=CN=CC=C1,74.04736649,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](I)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)->[Pd](I)(<-Nc2ccc(C)cc2)c2cccnc2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CC[NH+]=P(N=P(N(C)C)(N(C)C)N(C)C)(N(C)C)N(C)C,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2cccnc2)([C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2cccnc2)cc1
3045,CC(C)C(C=C(C(C)C)C=C1C(C)C)=C1C2=C(P(C(C)(C)C)C(C)(C)C)C(OC)=CC=C2OC,CC1=CC(C)=NO1,CN1CCCN2C1=NCCC2,ClC1=NC=CC=C1,79.07949659,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd]2(OS(=O)(=O)C(F)(F)F)c3ccccc3-c3ccccc3N~2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd])(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(->[Pd](Cl)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,COc1ccc(OC)c(P(C(C)(C)C)(C(C)(C)C)->[Pd](Cl)(<-Nc2ccc(C)cc2)c2ccccn2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,CN1CCCN2CCC[NH+]=C12,COc1ccc(OC)c(P(->[Pd](Nc2ccc(C)cc2)c2ccccn2)(C(C)(C)C)C(C)(C)C)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,Cc1ccc(Nc2ccccn2)cc1
